RAJASTHAN,UTTAR PRADESH,{'weight': 1287510}
RAJASTHAN,UTTARAKHAND,{'weight': 53430}
RAJASTHAN,WEST BENGAL,{'weight': 142755}
RAJASTHAN,DELHI NCT,{'weight': 565779}
TAMIL NADU,TRIPURA,{'weight': 43}
TAMIL NADU,UTTAR PRADESH,{'weight': 71484}
TAMIL NADU,WEST BENGAL,{'weight': 114593}
TAMIL NADU,DELHI NCT,{'weight': 1096}
TRIPURA,UTTAR PRADESH,{'weight': 25920}
TRIPURA,WEST BENGAL,{'weight': 94656}
UTTAR PRADESH,UTTARAKHAND,{'weight': 2353496}
UTTAR PRADESH,WEST BENGAL,{'weight': 520657}
UTTAR PRADESH,DELHI NCT,{'weight': 2195326}
UTTARAKHAND,WEST BENGAL,{'weight': 244489}
UTTARAKHAND,DELHI NCT,{'weight': 10146}
WEST BENGAL,DELHI NCT,{'weight': 15564}
